date,date,state,fips,cases,deaths
3/17/2020,27,Oklahoma,40,18,0
3/17/2020,27,Oregon,41,66,2
3/17/2020,27,Pennsylvania,42,101,0
3/17/2020,27,Puerto Rico,72,5,0
3/17/2020,27,Rhode Island,44,23,0
3/17/2020,27,South Carolina,45,47,1
3/17/2020,27,South Dakota,46,11,1
3/17/2020,27,Tennessee,47,73,0
3/17/2020,27,Texas,48,106,1
3/17/2020,27,Utah,49,51,0
3/17/2020,27,Vermont,50,14,0
3/17/2020,27,Virgin Islands,78,2,0
3/17/2020,27,Virginia,51,67,2
3/17/2020,27,Washington,53,908,54
3/17/2020,27,West Virginia,54,1,0
3/17/2020,27,Wisconsin,55,72,0
3/17/2020,27,Wyoming,56,15,0
3/18/2020,28,Alabama,1,51,0
3/18/2020,28,Alaska,2,9,0
3/18/2020,28,Arizona,4,28,0
3/18/2020,28,Arkansas,5,33,0
3/18/2020,28,California,6,893,17
3/18/2020,28,Colorado,8,216,3
3/18/2020,28,Connecticut,9,96,1
3/18/2020,28,Delaware,10,26,0
3/18/2020,28,District of Columbia,11,36,0
3/18/2020,28,Florida,12,326,7
3/18/2020,28,Georgia,13,193,3
3/18/2020,28,Guam,66,8,0
3/18/2020,28,Hawaii,15,16,0
3/18/2020,28,Idaho,16,11,0
3/18/2020,28,Illinois,17,286,1
3/18/2020,28,Indiana,18,39,2
3/18/2020,28,Iowa,19,38,0
3/18/2020,28,Kansas,20,22,1
3/18/2020,28,Kentucky,21,35,1
3/18/2020,28,Louisiana,22,280,7
3/18/2020,28,Maine,23,43,0
3/18/2020,28,Maryland,24,85,1
3/18/2020,28,Massachusetts,25,256,0
3/18/2020,28,Michigan,26,80,1
3/18/2020,28,Minnesota,27,77,0
3/18/2020,28,Mississippi,28,34,0
3/18/2020,28,Missouri,29,21,1
3/18/2020,28,Montana,30,12,0
3/18/2020,28,Nebraska,31,43,0
3/18/2020,28,Nevada,32,82,1
3/18/2020,28,New Hampshire,33,39,0
3/18/2020,28,New Jersey,34,427,5
3/18/2020,28,New Mexico,35,28,0
3/18/2020,28,New York,36,2382,27
3/18/2020,28,North Carolina,37,66,0
3/18/2020,28,North Dakota,38,7,0
3/18/2020,28,Ohio,39,90,0
3/18/2020,28,Oklahoma,40,29,0
3/18/2020,28,Oregon,41,74,3
3/18/2020,28,Pennsylvania,42,139,1
3/18/2020,28,Puerto Rico,72,5,0
3/18/2020,28,Rhode Island,44,33,0
3/18/2020,28,South Carolina,45,60,1
3/18/2020,28,South Dakota,46,11,1
3/18/2020,28,Tennessee,47,98,0
3/18/2020,28,Texas,48,166,2
3/18/2020,28,Utah,49,65,0
3/18/2020,28,Vermont,50,19,0
3/18/2020,28,Virgin Islands,78,3,0
3/18/2020,28,Virginia,51,78,2
3/18/2020,28,Washington,53,1026,68
3/18/2020,28,West Virginia,54,2,0
3/18/2020,28,Wisconsin,55,106,0
3/18/2020,28,Wyoming,56,17,0
3/19/2020,29,Alabama,1,78,0
3/19/2020,29,Alaska,2,12,0
3/19/2020,29,Arizona,4,47,0
3/19/2020,29,Arkansas,5,62,0
3/19/2020,29,California,6,1067,19
3/19/2020,29,Colorado,8,278,5
3/19/2020,29,Connecticut,9,159,4
3/19/2020,29,Delaware,10,30,0
3/19/2020,29,District of Columbia,11,39,0
3/19/2020,29,Florida,12,434,8
3/19/2020,29,Georgia,13,282,10
3/19/2020,29,Guam,66,12,0
3/19/2020,29,Hawaii,15,26,0
3/19/2020,29,Idaho,16,23,0
3/19/2020,29,Illinois,17,420,4
3/19/2020,29,Indiana,18,56,2
3/19/2020,29,Iowa,19,44,0
3/19/2020,29,Kansas,20,35,1
3/19/2020,29,Kentucky,21,47,2
3/19/2020,29,Louisiana,22,392,10
3/19/2020,29,Maine,23,52,0
3/19/2020,29,Maryland,24,108,1
3/19/2020,29,Massachusetts,25,328,0
3/19/2020,29,Michigan,26,334,3
3/19/2020,29,Minnesota,27,89,0
3/19/2020,29,Mississippi,28,50,1
3/19/2020,29,Missouri,29,35,1
3/19/2020,29,Montana,30,19,0
3/19/2020,29,Nebraska,31,47,0
3/19/2020,29,Nevada,32,99,1
3/19/2020,29,New Hampshire,33,44,0
3/19/2020,29,New Jersey,34,735,9
3/19/2020,29,New Mexico,35,35,0
3/19/2020,29,New York,36,4152,30
3/19/2020,29,North Carolina,37,104,0
3/19/2020,29,North Dakota,38,19,0
3/19/2020,29,Ohio,39,120,0
3/19/2020,29,Oklahoma,40,44,1
3/19/2020,29,Oregon,41,87,3
3/19/2020,29,Pennsylvania,42,187,1
3/19/2020,29,Puerto Rico,72,6,0
3/19/2020,29,Rhode Island,44,44,0
3/19/2020,29,South Carolina,45,81,1
3/19/2020,29,South Dakota,46,14,1
3/19/2020,29,Tennessee,47,155,0
3/19/2020,29,Texas,48,248,4
3/19/2020,29,Utah,49,80,0
3/19/2020,29,Vermont,50,22,2
3/19/2020,29,Virgin Islands,78,3,0
3/19/2020,29,Virginia,51,94,2
3/19/2020,29,Washington,53,1228,75
3/19/2020,29,West Virginia,54,5,0
3/19/2020,29,Wisconsin,55,155,2
3/19/2020,29,Wyoming,56,18,0
3/20/2020,30,Alabama,1,106,0
3/20/2020,30,Alaska,2,14,0
3/20/2020,30,Arizona,4,70,1
3/20/2020,30,Arkansas,5,100,0
3/20/2020,30,California,6,1283,24
3/20/2020,30,Colorado,8,364,5
3/20/2020,30,Connecticut,9,194,4
3/20/2020,30,Delaware,10,39,0
3/20/2020,30,District of Columbia,11,71,0
3/20/2020,30,Florida,12,564,9
3/20/2020,30,Georgia,13,482,14
3/20/2020,30,Guam,66,14,0
3/20/2020,30,Hawaii,15,37,0
3/20/2020,30,Idaho,16,31,0
3/20/2020,30,Illinois,17,583,5
3/20/2020,30,Indiana,18,79,3
3/20/2020,30,Iowa,19,45,0
3/20/2020,30,Kansas,20,49,1
3/20/2020,30,Kentucky,21,63,2
3/20/2020,30,Louisiana,22,537,10
3/20/2020,30,Maine,23,57,0
3/20/2020,30,Maryland,24,150,2
3/20/2020,30,Massachusetts,25,413,1
3/20/2020,30,Michigan,26,548,4
3/20/2020,30,Minnesota,27,115,0
3/20/2020,30,Mississippi,28,80,1
3/20/2020,30,Missouri,29,73,3
3/20/2020,30,Montana,30,19,0
3/20/2020,30,Nebraska,31,53,0
3/20/2020,30,Nevada,32,165,2
3/20/2020,30,New Hampshire,33,55,0
3/20/2020,30,New Jersey,34,896,11
3/20/2020,30,New Mexico,35,43,0
3/20/2020,30,New York,36,7102,57
3/20/2020,30,North Carolina,37,144,0
3/20/2020,30,North Dakota,38,27,0
3/20/2020,30,Ohio,39,169,1
3/20/2020,30,Oklahoma,40,49,1
3/20/2020,30,Oregon,41,114,3
3/20/2020,30,Pennsylvania,42,269,1
3/20/2020,30,Puerto Rico,72,14,0
3/20/2020,30,Rhode Island,44,44,0
3/20/2020,30,South Carolina,45,126,3
3/20/2020,30,South Dakota,46,14,1
3/20/2020,30,Tennessee,47,237,0
3/20/2020,30,Texas,48,377,5
3/20/2020,30,Utah,49,112,0
3/20/2020,30,Vermont,50,29,2
3/20/2020,30,Virgin Islands,78,6,0
3/20/2020,30,Virginia,51,115,2
3/20/2020,30,Washington,53,1404,83
3/20/2020,30,West Virginia,54,8,0
3/20/2020,30,Wisconsin,55,216,3
3/20/2020,30,Wyoming,56,22,0
3/21/2020,31,Alabama,1,131,0
3/21/2020,31,Alaska,2,21,0
3/21/2020,31,Arizona,4,104,1
3/21/2020,31,Arkansas,5,118,0
3/21/2020,31,California,6,1544,28
3/21/2020,31,Colorado,8,475,6
3/21/2020,31,Connecticut,9,223,5
3/21/2020,31,Delaware,10,45,0
3/21/2020,31,District of Columbia,11,77,1
3/21/2020,31,Florida,12,764,11
3/21/2020,31,Georgia,13,552,20
3/21/2020,31,Guam,66,15,0
3/21/2020,31,Hawaii,15,48,0
3/21/2020,31,Idaho,16,42,0
3/21/2020,31,Illinois,17,751,6
3/21/2020,31,Indiana,18,126,4
3/21/2020,31,Iowa,19,68,0
3/21/2020,31,Kansas,20,57,2
3/21/2020,31,Kentucky,21,84,3
3/21/2020,31,Louisiana,22,763,16
3/21/2020,31,Maine,23,70,0
3/21/2020,31,Maryland,24,195,3
3/21/2020,31,Massachusetts,25,525,2
3/21/2020,31,Michigan,26,787,6
3/21/2020,31,Minnesota,27,138,1
3/21/2020,31,Mississippi,28,140,1
3/21/2020,31,Missouri,29,93,3
3/21/2020,31,Montana,30,29,0
3/21/2020,31,Nebraska,31,61,0
3/21/2020,31,Nevada,32,165,2
3/21/2020,31,New Hampshire,33,65,0
3/21/2020,31,New Jersey,34,1336,16
3/21/2020,31,New Mexico,35,57,0
3/21/2020,31,New York,36,10356,80
3/21/2020,31,North Carolina,37,184,0
3/21/2020,31,North Dakota,38,28,0
3/21/2020,31,Ohio,39,247,3
3/21/2020,31,Oklahoma,40,53,1
3/21/2020,31,Oregon,41,137,4
3/21/2020,31,Pennsylvania,42,388,2
3/21/2020,31,Puerto Rico,72,21,1
3/21/2020,31,Rhode Island,44,66,0
3/21/2020,31,South Carolina,45,172,3
3/21/2020,31,South Dakota,46,14,1
3/21/2020,31,Tennessee,47,312,2
3/21/2020,31,Texas,48,547,5
3/21/2020,31,Utah,49,138,0
3/21/2020,31,Vermont,50,49,2
3/21/2020,31,Virgin Islands,78,6,0
3/21/2020,31,Virginia,51,152,3
3/21/2020,31,Washington,53,1655,95
3/21/2020,31,West Virginia,54,12,0
3/21/2020,31,Wisconsin,55,281,4
3/21/2020,31,Wyoming,56,24,0
3/22/2020,32,Alabama,1,157,0
3/22/2020,32,Alaska,2,22,0
3/22/2020,32,Arizona,4,153,2
3/22/2020,32,Arkansas,5,165,0
3/22/2020,32,California,6,1851,35
3/22/2020,32,Colorado,8,591,7
3/22/2020,32,Connecticut,9,327,8
3/22/2020,32,Delaware,10,56,0
3/22/2020,32,District of Columbia,11,98,1
3/22/2020,32,Florida,12,1000,13
3/22/2020,32,Georgia,13,620,25
3/22/2020,32,Guam,66,27,1
3/22/2020,32,Hawaii,15,56,0
3/22/2020,32,Idaho,16,47,0
3/22/2020,32,Illinois,17,1047,9
3/22/2020,32,Indiana,18,201,6
3/22/2020,32,Iowa,19,90,0
3/22/2020,32,Kansas,20,66,2
3/22/2020,32,Kentucky,21,103,3
3/22/2020,32,Louisiana,22,837,20
3/22/2020,32,Maine,23,89,0
3/22/2020,32,Maryland,24,245,3
3/22/2020,32,Massachusetts,25,646,5
3/22/2020,32,Michigan,26,1033,9
3/22/2020,32,Minnesota,27,171,1
3/22/2020,32,Mississippi,28,207,1
3/22/2020,32,Missouri,29,130,3
3/22/2020,32,Montana,30,34,0
3/22/2020,32,Nebraska,31,62,0
3/22/2020,32,Nevada,32,190,2
3/22/2020,32,New Hampshire,33,78,0
3/22/2020,32,New Jersey,34,1914,20
3/22/2020,32,New Mexico,35,65,0
3/22/2020,32,New York,36,15168,122
3/22/2020,32,North Carolina,37,269,0
3/22/2020,32,North Dakota,38,30,0
3/22/2020,32,Ohio,39,351,3
3/22/2020,32,Oklahoma,40,67,2
3/22/2020,32,Oregon,41,161,5
3/22/2020,32,Pennsylvania,42,504,3
3/22/2020,32,Puerto Rico,72,23,1
3/22/2020,32,Rhode Island,44,83,0
3/22/2020,32,South Carolina,45,194,3
3/22/2020,32,South Dakota,46,21,1
3/22/2020,32,Tennessee,47,424,2
3/22/2020,32,Texas,48,632,7
3/22/2020,32,Utah,49,182,1
3/22/2020,32,Vermont,50,52,2
3/22/2020,32,Virgin Islands,78,17,0
3/22/2020,32,Virginia,51,219,6
3/22/2020,32,Washington,53,1844,97
3/22/2020,32,West Virginia,54,16,0
3/22/2020,32,Wisconsin,55,382,4
3/22/2020,32,Wyoming,56,26,0
3/23/2020,33,Alabama,1,196,0
3/23/2020,33,Alaska,2,36,0
3/23/2020,33,Arizona,4,234,2
3/23/2020,33,Arkansas,5,201,0
3/23/2020,33,California,6,2240,39
3/23/2020,33,Colorado,8,721,10
3/23/2020,33,Connecticut,9,415,10
3/23/2020,33,Delaware,10,87,0
3/23/2020,33,District of Columbia,11,116,2
3/23/2020,33,Florida,12,1222,18
3/23/2020,33,Georgia,13,800,25
3/23/2020,33,Guam,66,29,1
3/23/2020,33,Hawaii,15,77,0
3/23/2020,33,Idaho,16,50,0
3/23/2020,33,Illinois,17,1285,12
3/23/2020,33,Indiana,18,259,7
3/23/2020,33,Iowa,19,105,0
3/23/2020,33,Kansas,20,82,2
3/23/2020,33,Kentucky,21,124,3
3/23/2020,33,Louisiana,22,1172,34
3/23/2020,33,Maine,23,107,0
3/23/2020,33,Maryland,24,290,3
3/23/2020,33,Massachusetts,25,777,9
3/23/2020,33,Michigan,26,1324,16
3/23/2020,33,Minnesota,27,235,1
3/23/2020,33,Mississippi,28,249,1
3/23/2020,33,Missouri,29,183,4
3/23/2020,33,Montana,30,45,0
3/23/2020,33,Nebraska,31,73,0
3/23/2020,33,Nevada,32,265,4
3/23/2020,33,New Hampshire,33,101,1
3/23/2020,33,New Jersey,34,2844,27
3/23/2020,33,New Mexico,35,83,0
3/23/2020,33,New York,36,20875,159
3/23/2020,33,North Carolina,37,303,0
3/23/2020,33,North Dakota,38,32,0
3/23/2020,33,Ohio,39,444,6
3/23/2020,33,Oklahoma,40,81,2
3/23/2020,33,Oregon,41,191,5
3/23/2020,33,Pennsylvania,42,644,6
3/23/2020,33,Puerto Rico,72,31,2
3/23/2020,33,Rhode Island,44,106,0
3/23/2020,33,South Carolina,45,299,5
3/23/2020,33,South Dakota,46,28,1
3/23/2020,33,Tennessee,47,522,2
3/23/2020,33,Texas,48,728,7
3/23/2020,33,Utah,49,257,1
3/23/2020,33,Vermont,50,75,2
3/23/2020,33,Virgin Islands,78,17,0
3/23/2020,33,Virginia,51,254,6
3/23/2020,33,Washington,53,2101,110
3/23/2020,33,West Virginia,54,16,0
3/23/2020,33,Wisconsin,55,418,5
3/23/2020,33,Wyoming,56,28,0
3/24/2020,34,Alabama,1,242,0
3/24/2020,34,Alaska,2,42,0
3/24/2020,34,Arizona,4,326,6
3/24/2020,34,Arkansas,5,232,2
3/24/2020,34,California,6,2644,52
3/24/2020,34,Colorado,8,912,11
3/24/2020,34,Connecticut,9,618,12
3/24/2020,34,Delaware,10,104,0
3/24/2020,34,District of Columbia,11,137,2
3/24/2020,34,Florida,12,1467,19
3/24/2020,34,Georgia,13,1097,38
3/24/2020,34,Guam,66,32,1
3/24/2020,34,Hawaii,15,90,0
3/24/2020,34,Idaho,16,73,0
3/24/2020,34,Illinois,17,1535,16
3/24/2020,34,Indiana,18,366,12
3/24/2020,34,Iowa,19,124,1
3/24/2020,34,Kansas,20,99,3
3/24/2020,34,Kentucky,21,157,3
3/24/2020,34,Louisiana,22,1388,46
3/24/2020,34,Maine,23,118,0
3/24/2020,34,Maryland,24,349,4
3/24/2020,34,Massachusetts,25,1159,11
3/24/2020,34,Michigan,26,1791,24
3/24/2020,34,Minnesota,27,262,1
3/24/2020,34,Mississippi,28,320,1
3/24/2020,34,Missouri,29,255,5
3/24/2020,34,Montana,30,51,0
3/24/2020,34,Nebraska,31,77,0
3/24/2020,34,Nevada,32,315,6
3/24/2020,34,New Hampshire,33,108,1
3/24/2020,34,New Jersey,34,3675,44
3/24/2020,34,New Mexico,35,100,0
3/24/2020,34,New York,36,25665,218
3/24/2020,34,North Carolina,37,399,0
3/24/2020,34,North Dakota,38,36,0
3/24/2020,34,Ohio,39,564,8
3/24/2020,34,Oklahoma,40,106,3
3/24/2020,34,Oregon,41,209,8
3/24/2020,34,Pennsylvania,42,851,7
3/24/2020,34,Puerto Rico,72,39,2
3/24/2020,34,Rhode Island,44,124,0
3/24/2020,34,South Carolina,45,342,7
3/24/2020,34,South Dakota,46,30,1
3/24/2020,34,Tennessee,47,679,2
3/24/2020,34,Texas,48,857,11
3/24/2020,34,Utah,49,298,1
3/24/2020,34,Vermont,50,95,7
3/24/2020,34,Virgin Islands,78,17,0
3/24/2020,34,Virginia,51,290,7
3/24/2020,34,Washington,53,2469,123
3/24/2020,34,West Virginia,54,39,0
3/24/2020,34,Wisconsin,55,481,5
3/24/2020,34,Wyoming,56,37,0
3/25/2020,35,Alabama,1,386,1
3/25/2020,35,Alaska,2,59,0
3/25/2020,35,Arizona,4,402,6
3/25/2020,35,Arkansas,5,308,2
3/25/2020,35,California,6,3183,67
3/25/2020,35,Colorado,8,1086,19
3/25/2020,35,Connecticut,9,875,19
3/25/2020,35,Delaware,10,119,0
3/25/2020,35,District of Columbia,11,183,2
3/25/2020,35,Florida,12,1965,23
3/25/2020,35,Georgia,13,1387,47
3/25/2020,35,Guam,66,32,1
3/25/2020,35,Hawaii,15,95,0
3/25/2020,35,Idaho,16,123,0
3/25/2020,35,Illinois,17,1875,21
3/25/2020,35,Indiana,18,479,14
3/25/2020,35,Iowa,19,145,1
3/25/2020,35,Kansas,20,132,3
3/25/2020,35,Kentucky,21,198,5
3/25/2020,35,Louisiana,22,1795,65
3/25/2020,35,Maine,23,142,0
3/25/2020,35,Maryland,24,423,4
3/25/2020,35,Massachusetts,25,1838,15
3/25/2020,35,Michigan,26,2294,43
3/25/2020,35,Minnesota,27,287,1
3/25/2020,35,Mississippi,28,377,5
3/25/2020,35,Missouri,29,377,8
3/25/2020,35,Montana,30,65,0
3/25/2020,35,Nebraska,31,84,0
3/25/2020,35,Nevada,32,405,10
3/25/2020,35,New Hampshire,33,137,1
3/25/2020,35,New Jersey,34,4402,62
3/25/2020,35,New Mexico,35,112,1
3/25/2020,35,New York,36,33066,325
3/25/2020,35,North Carolina,37,563,1
3/25/2020,35,North Dakota,38,45,0
3/25/2020,35,Ohio,39,706,11
3/25/2020,35,Oklahoma,40,164,5
3/25/2020,35,Oregon,41,266,10
3/25/2020,35,Pennsylvania,42,1151,11
3/25/2020,35,Puerto Rico,72,51,2
3/25/2020,35,Rhode Island,44,132,0
3/25/2020,35,South Carolina,45,424,7
3/25/2020,35,South Dakota,46,41,1
3/25/2020,35,Tennessee,47,806,3
3/25/2020,35,Texas,48,1119,12
3/25/2020,35,Utah,49,346,1
3/25/2020,35,Vermont,50,123,8
3/25/2020,35,Virgin Islands,78,17,0
3/25/2020,35,Virginia,51,391,9
3/25/2020,35,Washington,53,2585,130
3/25/2020,35,West Virginia,54,51,0
3/25/2020,35,Wisconsin,55,623,7
3/25/2020,35,Wyoming,56,49,0
3/26/2020,36,Alabama,1,538,3
3/26/2020,36,Alaska,2,69,0
3/26/2020,36,Arizona,4,508,8
3/26/2020,36,Arkansas,5,351,3
3/26/2020,36,California,6,4060,82
3/26/2020,36,Colorado,8,1432,24
3/26/2020,36,Connecticut,9,1012,21
3/26/2020,36,Delaware,10,143,1
3/26/2020,36,District of Columbia,11,231,3
3/26/2020,36,Florida,12,2477,29
3/26/2020,36,Georgia,13,1643,56
3/26/2020,36,Guam,66,49,1
3/26/2020,36,Hawaii,15,106,0
3/26/2020,36,Idaho,16,189,3
3/26/2020,36,Illinois,17,2538,26
3/26/2020,36,Indiana,18,656,18
3/26/2020,36,Iowa,19,179,1
3/26/2020,36,Kansas,20,171,3
3/26/2020,36,Kentucky,21,248,5
3/26/2020,36,Louisiana,22,2305,83
3/26/2020,36,Maine,23,155,0
3/26/2020,36,Maryland,24,581,4
3/26/2020,36,Massachusetts,25,2417,25
3/26/2020,36,Michigan,26,2878,63
3/26/2020,36,Minnesota,27,346,2
3/26/2020,36,Mississippi,28,487,6
3/26/2020,36,Missouri,29,507,8
3/26/2020,36,Montana,30,90,0
3/26/2020,36,Nebraska,31,92,0
3/26/2020,36,Nevada,32,535,10
3/26/2020,36,New Hampshire,33,158,1
3/26/2020,36,New Jersey,34,6876,81
3/26/2020,36,New Mexico,35,136,1
3/26/2020,36,New York,36,38987,432
3/26/2020,36,North Carolina,37,638,2
3/26/2020,36,North Dakota,38,58,0
3/26/2020,36,Ohio,39,867,15
3/26/2020,36,Oklahoma,40,248,7
3/26/2020,36,Oregon,41,316,11
3/26/2020,36,Pennsylvania,42,1690,16
3/26/2020,36,Puerto Rico,72,64,2
3/26/2020,36,Rhode Island,44,165,0
3/26/2020,36,South Carolina,45,456,9
3/26/2020,36,South Dakota,46,46,1
3/26/2020,36,Tennessee,47,981,3
3/26/2020,36,Texas,48,1543,21
3/26/2020,36,Utah,49,402,1
3/26/2020,36,Vermont,50,158,9
3/26/2020,36,Virgin Islands,78,17,0
3/26/2020,36,Virginia,51,604,14
3/26/2020,36,Washington,53,3208,151
3/26/2020,36,West Virginia,54,76,0
3/26/2020,36,Wisconsin,55,754,10
3/26/2020,36,Wyoming,56,56,0
3/27/2020,37,Alabama,1,639,4
3/27/2020,37,Alaska,2,85,1
3/27/2020,37,Arizona,4,665,15
3/27/2020,37,Arkansas,5,386,3
3/27/2020,37,California,6,4914,102
3/27/2020,37,Colorado,8,1735,31
3/27/2020,37,Connecticut,9,1291,27
3/27/2020,37,Delaware,10,165,2
3/27/2020,37,District of Columbia,11,267,3
3/27/2020,37,Florida,12,3198,46
3/27/2020,37,Georgia,13,2198,64
3/27/2020,37,Guam,66,53,1
3/27/2020,37,Hawaii,15,120,0
3/27/2020,37,Idaho,16,231,4
3/27/2020,37,Illinois,17,3029,37
3/27/2020,37,Indiana,18,982,26
3/27/2020,37,Iowa,19,235,3
3/27/2020,37,Kansas,20,212,4
3/27/2020,37,Kentucky,21,302,8
3/27/2020,37,Louisiana,22,2746,119
3/27/2020,37,Maine,23,168,1
3/27/2020,37,Maryland,24,775,5
3/27/2020,37,Massachusetts,25,3240,35
3/27/2020,37,Michigan,26,3657,93
3/27/2020,37,Minnesota,27,398,4
3/27/2020,37,Mississippi,28,579,8
3/27/2020,37,Missouri,29,671,9
3/27/2020,37,Montana,30,121,1
3/27/2020,37,Nebraska,31,100,2
3/27/2020,37,Nevada,32,621,10
3/27/2020,37,New Hampshire,33,187,2
3/27/2020,37,New Jersey,34,8825,108
3/27/2020,37,New Mexico,35,191,1
3/27/2020,37,New York,36,44635,535
3/27/2020,37,North Carolina,37,783,3
3/27/2020,37,North Dakota,38,68,1
3/27/2020,37,Ohio,39,1144,22
3/27/2020,37,Oklahoma,40,322,8
3/27/2020,37,Oregon,41,414,12
3/27/2020,37,Pennsylvania,42,2218,23
3/27/2020,37,Puerto Rico,72,79,3
3/27/2020,37,Rhode Island,44,203,0
3/27/2020,37,South Carolina,45,539,13
3/27/2020,37,South Dakota,46,58,1
3/27/2020,37,Tennessee,47,1180,6
3/27/2020,37,Texas,48,1942,23
3/27/2020,37,Utah,49,480,2
3/27/2020,37,Vermont,50,184,10
3/27/2020,37,Virgin Islands,78,19,0
3/27/2020,37,Virginia,51,606,14
3/27/2020,37,Washington,53,3770,177
3/27/2020,37,West Virginia,54,96,0
3/27/2020,37,Wisconsin,55,930,16
3/27/2020,37,Wyoming,56,73,0
3/28/2020,38,Alabama,1,720,4
3/28/2020,38,Alaska,2,102,1
3/28/2020,38,Arizona,4,773,15
3/28/2020,38,Arkansas,5,409,5
3/28/2020,38,California,6,5565,121
3/28/2020,38,Colorado,8,2061,44
3/28/2020,38,Connecticut,9,1524,33
3/28/2020,38,Delaware,10,214,5
3/28/2020,38,District of Columbia,11,304,4
3/28/2020,38,Florida,12,4038,56
3/28/2020,38,Georgia,13,2447,79
3/28/2020,38,Guam,66,57,1
3/28/2020,38,Hawaii,15,151,0
3/28/2020,38,Idaho,16,261,5
3/28/2020,38,Illinois,17,3547,50
3/28/2020,38,Indiana,18,1232,31
3/28/2020,38,Iowa,19,298,3
3/28/2020,38,Kansas,20,271,6
3/28/2020,38,Kentucky,21,394,9
3/28/2020,38,Louisiana,22,3315,137
3/28/2020,38,Maine,23,211,1
3/28/2020,38,Maryland,24,1066,10
3/28/2020,38,Massachusetts,25,4257,44
3/28/2020,38,Michigan,26,4635,111
3/28/2020,38,Minnesota,27,441,5
3/28/2020,38,Mississippi,28,669,13
3/28/2020,38,Missouri,29,838,10
3/28/2020,38,Montana,30,147,1
3/28/2020,38,Nebraska,31,122,2
3/28/2020,38,Nevada,32,738,14
3/28/2020,38,New Hampshire,33,214,2
3/28/2020,38,New Jersey,34,11124,140
3/28/2020,38,New Mexico,35,208,2
3/28/2020,38,New York,36,53363,782
3/28/2020,38,North Carolina,37,972,4
3/28/2020,38,North Dakota,38,94,1
3/28/2020,38,Northern Mariana Islands,69,2,0
3/28/2020,38,Ohio,39,1406,25
3/28/2020,38,Oklahoma,40,377,15
3/28/2020,38,Oregon,41,479,13
3/28/2020,38,Pennsylvania,42,2815,35
3/28/2020,38,Puerto Rico,72,100,3
3/28/2020,38,Rhode Island,44,239,2
3/28/2020,38,South Carolina,45,660,15
3/28/2020,38,South Dakota,46,68,1
3/28/2020,38,Tennessee,47,1364,6
3/28/2020,38,Texas,48,2161,29
3/28/2020,38,Utah,49,608,2
3/28/2020,38,Vermont,50,211,12
3/28/2020,38,Virgin Islands,78,19,0
3/28/2020,38,Virginia,51,740,17
3/28/2020,38,Washington,53,4311,191
3/28/2020,38,West Virginia,54,113,0
3/28/2020,38,Wisconsin,55,1042,17
3/28/2020,38,Wyoming,56,84,0
3/29/2020,39,Alabama,1,830,5
3/29/2020,39,Alaska,2,114,1
3/29/2020,39,Arizona,4,929,18
3/29/2020,39,Arkansas,5,449,6
3/29/2020,39,California,6,6266,130
3/29/2020,39,Colorado,8,2315,47
3/29/2020,39,Connecticut,9,1993,34
3/29/2020,39,Delaware,10,232,6
3/29/2020,39,District of Columbia,11,342,5
3/29/2020,39,Florida,12,4942,59
3/29/2020,39,Georgia,13,2683,83
3/29/2020,39,Guam,66,58,1
3/29/2020,39,Hawaii,15,175,0
3/29/2020,39,Idaho,16,310,6
3/29/2020,39,Illinois,17,4613,70
3/29/2020,39,Indiana,18,1514,32
3/29/2020,39,Iowa,19,336,4
3/29/2020,39,Kansas,20,332,7
3/29/2020,39,Kentucky,21,439,9
3/29/2020,39,Louisiana,22,3540,152
3/29/2020,39,Maine,23,253,3
3/29/2020,39,Maryland,24,1244,11
3/29/2020,39,Massachusetts,25,4955,48
3/29/2020,39,Michigan,26,5486,132
3/29/2020,39,Minnesota,27,504,9
3/29/2020,39,Mississippi,28,759,14
3/29/2020,39,Missouri,29,903,12
3/29/2020,39,Montana,30,161,1
3/29/2020,39,Nebraska,31,137,2
3/29/2020,39,Nevada,32,920,15
3/29/2020,39,New Hampshire,33,258,3
3/29/2020,39,New Jersey,34,13386,161
3/29/2020,39,New Mexico,35,237,2
3/29/2020,39,New York,36,59568,965
3/29/2020,39,North Carolina,37,1167,6
3/29/2020,39,North Dakota,38,98,1
3/29/2020,39,Northern Mariana Islands,69,2,0
3/29/2020,39,Ohio,39,1665,30
3/29/2020,39,Oklahoma,40,429,16
3/29/2020,39,Oregon,41,548,13
3/29/2020,39,Pennsylvania,42,3441,40
3/29/2020,39,Puerto Rico,72,127,5
3/29/2020,39,Rhode Island,44,294,3
3/29/2020,39,South Carolina,45,774,16
3/29/2020,39,South Dakota,46,90,1
3/29/2020,39,Tennessee,47,1570,7
3/29/2020,39,Texas,48,2712,35
3/29/2020,39,Utah,49,719,2
3/29/2020,39,Vermont,50,235,12
3/29/2020,39,Virgin Islands,78,23,0
3/29/2020,39,Virginia,51,890,22
3/29/2020,39,Washington,53,4896,207
3/29/2020,39,West Virginia,54,124,1
3/29/2020,39,Wisconsin,55,1120,17
3/29/2020,39,Wyoming,56,87,0
3/30/2020,40,Alabama,1,947,11
3/30/2020,40,Alaska,2,119,2
3/30/2020,40,Arizona,4,1169,20
3/30/2020,40,Arkansas,5,508,7
3/30/2020,40,California,6,7421,146
3/30/2020,40,Colorado,8,2628,51
3/30/2020,40,Connecticut,9,2571,36
3/30/2020,40,Delaware,10,264,7
